StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Informed Consent,Sex,Age,Race,Education,PID,Q40_1,Q40_3,Q37_1,Q37_3,Q36,Q35,Q56,Q57,Q58,Q42_1,Q42_3,Q50_1,Q50_3,Q51,Q52,Q32,Q33,Q34,Q41,Q42,Q43,Q47,Q48,Q49,Q46,Q45,Q44,SurveyID,FL_36_DO,FL_37_DO,FL_40_DO,FL_53_DO,FL_38_DO,FL_41_DO,FL_67_DO,FL_39_DO,FL_42_DO,FL_81_DO,FL_17_DO,FL_28_DO,FL_29_DO,FL_30_DO,FL_18_DO,FL_20_DO,FL_21_DO,FL_22_DO
4/11/2021 19:44,4/11/2021 19:45,IP Address,117.241.212.141,100,85,TRUE,4/11/2021 19:45,R_1CJwQsbVfaK6qzS,,,,,8.179000854,77.43231201,anonymous,EN,Start the survey,Male,18-25,Asian or Asian American,Bachelor's Degree,Republican,88,97,94,90,Agree,Agree,3,2,1 (not at all),,,,,,,,,,Extremely satisfied,Somewhat agree,One of the best,,,,,,,438144,,,,,,,,,,,,,,,FL_20,RCI,,
4/11/2021 19:33,4/11/2021 19:46,IP Address,49.37.211.125,100,764,TRUE,4/11/2021 19:46,R_2wEL5tsPIkXhbHX,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,31-35,American Indian or Alaska Native,Master's Degree,Democrat,,,,,,,2,3,3,33,56,52,56,Agree,Somewhat agree,Somewhat satisfied,Somewhat agree,Average,,,,,,,,,,557281,,,,,,,,,,,FL_28,DCI,,,,,,
4/11/2021 19:45,4/11/2021 19:46,IP Address,122.178.255.90,100,52,TRUE,4/11/2021 19:46,R_2QR0nLgyu8eGjfR,,,,,12.96339417,77.58551025,anonymous,EN,Start the survey,Male,26-30,American Indian or Alaska Native,Bachelor's Degree,Democrat,,,,,,,4 (always),3,4,89,96,96,87,Strongly agree,Agree,,,,,,,,,,,,,720079,,,,,,,,,,,FL_30,,,FL_181,,,,
4/11/2021 19:44,4/11/2021 19:46,IP Address,174.0.233.80,100,174,TRUE,4/11/2021 19:46,R_2Qy9Y5bOOLtiALv,,,,,51.13909912,-114.2002029,anonymous,EN,Start the survey,Male,36-40,Asian or Asian American,Bachelor's Degree,Lean Republican,60,83,81,56,Strongly agree,Neither agree nor disagree,3,2,3,,,,,,,,,,,,,,,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,585236,,,,,,,,,,,,,,,FL_21,,RTV,
4/11/2021 19:45,4/11/2021 19:47,IP Address,157.51.47.178,100,74,TRUE,4/11/2021 19:47,R_11bIyxp4VqUhCJ7,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,31-35,Asian or Asian American,Bachelor's Degree,Democrat,,,,,,,3,2,2,78,91,78,92,Agree,Strongly agree,Extremely satisfied,Somewhat agree,One of the best,,,,,,,,,,828206,,,,,,,,,,,FL_28,DCI,,,,,,
4/11/2021 19:45,4/11/2021 19:47,IP Address,172.107.168.196,100,80,TRUE,4/11/2021 19:47,R_SQ4OZ3XjfF3bj0J,,,,,32.81370544,-96.87039948,anonymous,EN,Start the survey,Female,26-30,White,Bachelor's Degree,Democrat,,,,,,,3,3,3,76,92,90,81,Agree,Agree,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,,,,195338,,,,,,,,,,,FL_29,,DTV,,,,,
4/11/2021 19:44,4/11/2021 19:47,IP Address,117.241.212.141,100,150,TRUE,4/11/2021 19:47,R_1lA9sy4HcuW77Ul,,,,,8.179000854,77.43231201,anonymous,EN,Start the survey,Male,18-25,Asian or Asian American,Bachelor's Degree,Republican,94,100,100,92,Agree,Agree,2,3,5 (a great deal),,,,,,,,,,,,,,,,,,,515985,,,,,,,,,,,,,,,FL_22,,,FL_177
4/11/2021 19:45,4/11/2021 19:47,IP Address,71.232.130.176,100,106,TRUE,4/11/2021 19:47,R_27NleGXCNQhSCta,,,,,42.75779724,-71.46990204,anonymous,EN,Start the survey,Male,51+,White,Bachelor's Degree,Strong Democrat,,,,,,,1 (never),1 (never),1 (not at all),48,48,50,51,Somewhat agree,Neither agree nor disagree,,,,,,,Strongly agree,Strongly disagree,Strongly disagree,,,,580324,,,,,,,,,,,FL_29,,DCV,,,,,
4/11/2021 19:44,4/11/2021 19:48,IP Address,108.197.150.209,100,182,TRUE,4/11/2021 19:48,R_RttSJt3OvjjINuV,,,,,33.7256012,-117.9118958,anonymous,EN,Start the survey,Male,26-30,"White,Asian or Asian American",Bachelor's Degree,Democrat,,,,,,,1 (never),1 (never),1 (not at all),25,75,65,30,Agree,Agree,,,,,,,Strongly disagree,Strongly agree,Strongly agree,,,,369419,,,,,,,,,,,FL_29,,DTV,,,,,
4/11/2021 19:45,4/11/2021 19:48,IP Address,68.149.152.161,100,127,TRUE,4/11/2021 19:48,R_11XStu7nBFcMqSW,,,,,53.41789246,-113.5784988,anonymous,EN,Start the survey,Male,36-40,White,Master's Degree,Lean Republican,100,100,80,55,Somewhat agree,Disagree,1 (never),1 (never),1 (not at all),,,,,,,,,,,,,,,,,,,162046,,,,,,,,,,,,,,,FL_22,,,FL_177
4/11/2021 19:44,4/11/2021 19:48,IP Address,36.255.107.210,100,241,TRUE,4/11/2021 19:48,R_3MnEtnydk4xzs2C,,,,,14.56869507,121.0487061,anonymous,EN,Start the survey,Male,18-25,Asian or Asian American,Bachelor's Degree,Democrat,,,,,,,1 (never),1 (never),1 (not at all),60,85,70,20,Agree,Neither agree nor disagree,Extremely dissatisfied,Strongly disagree,One of the worst,,,,,,,,,,278048,,,,,,,,,,,FL_28,DCI,,,,,,
4/11/2021 19:45,4/11/2021 19:48,IP Address,157.46.126.229,100,145,TRUE,4/11/2021 19:48,R_1posrjD7aNsIx5w,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,26-30,Asian or Asian American,Bachelor's Degree,Strong Democrat,,,,,,,2,3,2,73,84,70,89,Agree,Strongly agree,Somewhat satisfied,Strongly agree,Above average,,,,,,,,,,452898,,,,,,,,,,,FL_28,DTI,,,,,,
4/11/2021 19:47,4/11/2021 19:48,IP Address,49.37.211.125,100,65,TRUE,4/11/2021 19:48,R_2b2zWBBSgPxJrMx,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,31-35,American Indian or Alaska Native,Master's Degree,Democrat,,,,,,,2,3,3,50,50,51,52,Agree,Somewhat agree,Somewhat satisfied,Somewhat agree,Average,,,,,,,,,,788664,,,,,,,,,,,FL_28,DCI,,,,,,
4/11/2021 19:47,4/11/2021 19:48,IP Address,223.178.74.139,100,55,TRUE,4/11/2021 19:48,R_2fqHhXQdT51NFnv,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Female,26-30,American Indian or Alaska Native,Bachelor's Degree,Democrat,,,,,,,3,3,4,93,96,96,89,Agree,Strongly agree,,,,,,,,,,,,,606755,,,,,,,,,,,FL_30,,,DTG,,,,
4/11/2021 19:46,4/11/2021 19:48,IP Address,49.37.219.76,100,131,TRUE,4/11/2021 19:48,R_3CDfPCs6U6kXbWh,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,26-30,Asian or Asian American,Bachelor's Degree,Democrat,,,,,,,3,2,3,94,94,85,85,Somewhat agree,Somewhat agree,,,,,,,,,,,,,939928,,,,,,,,,,,FL_30,,,FL_181,,,,
4/11/2021 19:45,4/11/2021 19:48,IP Address,99.94.176.91,100,215,TRUE,4/11/2021 19:48,R_1KxOcCGCWJxY9g6,,,,,30.34829712,-81.41680145,anonymous,EN,Start the survey,Female,36-40,Black or African American,Associate Degree,Strong Democrat,,,,,,,1 (never),1 (never),1 (not at all),24,100,90,0,Strongly agree,Strongly agree,,,,,,,,,,,,,419109,,,,,,,,,,,FL_30,,,DTG,,,,
4/11/2021 19:47,4/11/2021 19:48,IP Address,191.189.19.67,100,97,TRUE,4/11/2021 19:48,R_eRGjJhqydANMTdv,,,,,-3.10319519,-60.02880096,anonymous,EN,Start the survey,Male,18-25,White,Associate Degree,Democrat,,,,,,,1 (never),1 (never),1 (not at all),0,100,100,0,Agree,Agree,,,,,,,,,,,,,285100,,,,,,,,,,,FL_30,,,FL_181,,,,
4/11/2021 19:43,4/11/2021 19:49,IP Address,63.75.252.127,100,318,TRUE,4/11/2021 19:49,R_3fTziWJKQUV19gz,,,,,39.61019897,-75.67469788,anonymous,EN,Start the survey,Female,26-30,White,Master's Degree,Strong Republican,76,98,81,65,Agree,Agree,3,4 (always),3,,,,,,,,,,Somewhat satisfied,Somewhat agree,Average,,,,,,,360477,,,,,,,,,,,,,,,FL_20,RTI,,
4/11/2021 19:41,4/11/2021 19:49,IP Address,103.70.198.79,100,488,TRUE,4/11/2021 19:49,R_1Ioeb7Yx41ljmN6,,,,,9.586898804,76.52130127,anonymous,EN,Start the survey,Male,36-40,Asian or Asian American,Master's Degree,Independent,26,26,49,61,Agree,Somewhat agree,1 (never),1 (never),1 (not at all),,,,,,,,,,Somewhat satisfied,Somewhat agree,Above average,,,,,,,145683,FL_37,FL_53,,RCI,,,,,,,,,,,,,,
4/11/2021 19:44,4/11/2021 19:49,IP Address,73.20.35.243,100,280,TRUE,4/11/2021 19:49,R_3HSO56il42oTswR,,,,,41.77589417,-111.8068008,anonymous,EN,Start the survey,Male,46-50,White,Bachelor's Degree,Democrat,,,,,,,3,3,4,72,100,99,91,Neither agree nor disagree,Neither agree nor disagree,,,,,,,Somewhat agree,Somewhat agree,Neither agree nor disagree,,,,826207,,,,,,,,,,,FL_29,,DCV,,,,,
4/11/2021 19:47,4/11/2021 19:49,IP Address,73.38.125.57,100,93,TRUE,4/11/2021 19:49,R_1o7lFYrNH2lOIPm,,,,,41.31370544,-72.92700195,anonymous,EN,Start the survey,Female,51+,White,Doctorate Degree,Independent,3,100,84,0,Strongly agree,Somewhat disagree,1 (never),1 (never),1 (not at all),,,,,,,,,,Extremely dissatisfied,Strongly disagree,One of the worst,,,,,,,255010,FL_37,FL_53,,RCI,,,,,,,,,,,,,,
4/11/2021 19:46,4/11/2021 19:49,IP Address,49.205.82.75,100,181,TRUE,4/11/2021 19:49,R_bgBLy895XFPY3F7,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,26-30,Asian or Asian American,Bachelor's Degree,Strong Democrat,,,,,,,2,2,3,95,79,78,88,Agree,Agree,Somewhat satisfied,Somewhat agree,Average,,,,,,,,,,659702,,,,,,,,,,,FL_28,DCI,,,,,,
4/11/2021 19:47,4/11/2021 19:49,IP Address,185.230.126.6,100,108,TRUE,4/11/2021 19:49,R_WkTr2ueW0XcENvb,,,,,34.04849243,-118.2528992,anonymous,EN,Start the survey,Prefer not to say,46-50,"Asian or Asian American,Native Hawaiian or Pacific Islander",Master's Degree,Independent,98,99,50,7,Strongly agree,Strongly agree,2,2,2,,,,,,,,,,Extremely dissatisfied,Somewhat disagree,One of the worst,,,,,,,567126,FL_37,FL_53,,RCI,,,,,,,,,,,,,,
4/11/2021 19:44,4/11/2021 19:49,IP Address,87.101.93.180,100,289,TRUE,4/11/2021 19:49,R_bDe1nhqkU7P8blv,,,,,25.90919495,-80.3927002,anonymous,EN,Start the survey,Male,26-30,White,"Some college credit, no degree",Lean Democrat,,,,,,,1 (never),1 (never),2,29,67,77,34,Agree,Somewhat agree,Extremely dissatisfied,Somewhat disagree,Below average,,,,,,,,,,334303,,,,,,,,,,,FL_28,DCI,,,,,,
4/11/2021 19:48,4/11/2021 19:49,IP Address,223.178.73.98,100,54,TRUE,4/11/2021 19:49,R_PNvHj9aMj8CUraV,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,26-30,American Indian or Alaska Native,Bachelor's Degree,Democrat,,,,,,,3,4 (always),4,94,98,95,92,Agree,Somewhat agree,,,,,,,,,,,,,281377,,,,,,,,,,,FL_30,,,DTG,,,,
4/11/2021 19:47,4/11/2021 19:50,IP Address,63.160.143.27,100,183,TRUE,4/11/2021 19:50,R_3RaymHhaLmYckaM,,,,,37.75100708,-97.8219986,anonymous,EN,Start the survey,Female,26-30,White,Master's Degree,Strong Republican,84,92,79,89,Agree,Strongly agree,4 (always),3,4,,,,,,,,,,,,,,,,,,,384684,,,,,,,,,,,,,,,FL_22,,,FL_177
4/11/2021 19:48,4/11/2021 19:50,IP Address,181.214.184.170,100,122,TRUE,4/11/2021 19:50,R_R8kVeHaO46sgqTT,,,,,40.71569824,-74,anonymous,EN,Start the survey,Male,26-30,"White,Hispanic or Latino/a",Master's Degree,Democrat,,,,,,,2,1 (never),3,88,100,97,60,Agree,Somewhat agree,Somewhat satisfied,Strongly agree,Above average,,,,,,,,,,450740,,,,,,,,,,,FL_28,DCI,,,,,,
4/11/2021 19:48,4/11/2021 19:50,IP Address,99.175.66.133,100,135,TRUE,4/11/2021 19:50,R_XvKgvrTMgmlGzrr,,,,,34.02400208,-118.1965027,anonymous,EN,Start the survey,Male,51+,Hispanic or Latino/a,"High school graduate, diploma or the equivalent",Democrat,,,,,,,1 (never),1 (never),1 (not at all),100,100,100,100,Neither agree nor disagree,Strongly disagree,,,,,,,,,,,,,578494,,,,,,,,,,,FL_30,,,DTG,,,,
4/11/2021 19:46,4/11/2021 19:50,IP Address,24.60.13.142,100,232,TRUE,4/11/2021 19:50,R_3RpGEQCHnZAiE4p,,,,,42.24630737,-70.99720001,anonymous,EN,Start the survey,Male,26-30,White,Bachelor's Degree,Republican,60,100,99,2,Agree,Agree,1 (never),1 (never),1 (not at all),,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Neither agree nor disagree,537933,,,,,,,,,,,,,,,FL_21,,RCV,
4/11/2021 19:48,4/11/2021 19:50,IP Address,122.178.211.7,100,114,TRUE,4/11/2021 19:50,R_24Hp5JJz4U9GieG,,,,,11.01019287,76.97009277,anonymous,EN,Start the survey,Male,31-35,Asian or Asian American,Bachelor's Degree,Independent,,,,,,,3,2,2,76,73,74,79,Agree,Agree,,,,,,,,,,,,,993122,FL_39,,,,,,,FL_81,,DTG,,,,,,,,
4/11/2021 19:37,4/11/2021 19:50,IP Address,106.211.240.16,100,770,TRUE,4/11/2021 19:50,R_Pv0uz0vgO0Gbvhf,,,,,11.10670471,77.35449219,anonymous,EN,Start the survey,Female,26-30,Asian or Asian American,Bachelor's Degree,Democrat,,,,,,,2,3,4,55,84,90,81,Neither agree nor disagree,Somewhat agree,,,,,,,Strongly agree,Neither agree nor disagree,Somewhat agree,,,,114868,,,,,,,,,,,FL_29,,DCV,,,,,
4/11/2021 19:45,4/11/2021 19:50,IP Address,157.51.52.107,100,338,TRUE,4/11/2021 19:50,R_CjHTToR8Kxvn2MN,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Female,36-40,Asian or Asian American,Bachelor's Degree,Independent,63,87,65,87,Somewhat agree,Somewhat disagree,2,3,3,,,,,,,,,,Somewhat satisfied,Neither agree nor disagree,Average,,,,,,,292615,FL_37,FL_53,,RTI,,,,,,,,,,,,,,
4/11/2021 19:46,4/11/2021 19:51,IP Address,200.100.43.126,100,289,TRUE,4/11/2021 19:51,R_2rSKR9ZsHOmOuf3,,,,,-20.77839661,-49.35180664,anonymous,EN,Start the survey,Male,31-35,Hispanic or Latino/a,Bachelor's Degree,Lean Democrat,,,,,,,2,3,1 (not at all),80,80,80,71,Agree,Somewhat disagree,Somewhat satisfied,Somewhat agree,Average,,,,,,,,,,436505,,,,,,,,,,,FL_28,DCI,,,,,,
4/11/2021 19:50,4/11/2021 19:51,IP Address,191.37.185.37,100,59,TRUE,4/11/2021 19:51,R_w7tlbUQ4wQ0BSy5,,,,,-12.34460449,-38.96490479,anonymous,EN,Start the survey,Male,18-25,White,"High school graduate, diploma or the equivalent",Independent,,,,,,,3,2,3,83,68,76,52,Neither agree nor disagree,Neither agree nor disagree,Neither satisfied nor dissatisfied,Neither agree nor disagree,Average,,,,,,,,,,122849,FL_37,FL_40,DCI,,,,,,,,,,,,,,,
4/11/2021 19:49,4/11/2021 19:51,IP Address,216.172.109.56,100,103,TRUE,4/11/2021 19:51,R_3DbtXNd5wYT3lSN,,,,,41.65350342,-73.97859955,anonymous,EN,Start the survey,Male,31-35,White,Bachelor's Degree,Democrat,,,,,,,3,2,4,64,86,81,62,Disagree,Disagree,,,,,,,,,,,,,968239,,,,,,,,,,,FL_30,,,DTG,,,,
4/11/2021 19:49,4/11/2021 19:51,IP Address,72.227.97.46,100,142,TRUE,4/11/2021 19:51,R_214lWtgeIO0yoiy,,,,,43.79730225,-70.41609955,anonymous,EN,Start the survey,Female,31-35,White,Bachelor's Degree,Lean Republican,100,100,90,80,Disagree,Disagree,1 (never),1 (never),1 (not at all),,,,,,,,,,,,,,,,,,,959657,,,,,,,,,,,,,,,FL_22,,,RTG
4/11/2021 19:51,4/11/2021 19:51,IP Address,157.51.81.187,100,42,TRUE,4/11/2021 19:51,R_piJTgWGb5jiPxRL,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Female,41-45,Asian or Asian American,Bachelor's Degree,Independent,,,,,,,3,2,4,51,78,64,87,Somewhat disagree,Strongly agree,,,,,,,Strongly agree,Neither agree nor disagree,Somewhat agree,,,,452061,FL_38,,,,FL_41,DTV,,,,,,,,,,,,
4/11/2021 19:50,4/11/2021 19:51,IP Address,183.82.188.123,100,75,TRUE,4/11/2021 19:51,R_2a96ynsdqZ6k7Jh,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Female,18-25,Asian or Asian American,Bachelor's Degree,Strong Democrat,,,,,,,3,2,4,90,91,79,86,Agree,Somewhat agree,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,,,,991276,,,,,,,,,,,FL_29,,DCV,,,,,
4/11/2021 19:50,4/11/2021 19:52,IP Address,204.60.8.127,100,106,TRUE,4/11/2021 19:52,R_1H7TPYQdms3HY0s,,,,,30.17460632,-97.82029724,anonymous,EN,Start the survey,Male,26-30,White,Master's Degree,Democrat,,,,,,,1 (never),1 (never),1 (not at all),19,84,98,54,Strongly agree,Somewhat agree,,,,,,,Somewhat agree,Somewhat disagree,Somewhat agree,,,,261050,,,,,,,,,,,FL_29,,DTV,,,,,
4/11/2021 19:48,4/11/2021 19:52,IP Address,191.178.178.178,100,193,TRUE,4/11/2021 19:52,R_3fjyKKAISfR7pYY,,,,,-1.346099854,-48.38290405,anonymous,EN,Start the survey,Male,26-30,Hispanic or Latino/a,Bachelor's Degree,Strong Democrat,,,,,,,2,3,2,32,100,99,21,Strongly agree,Strongly agree,,,,,,,,,,,,,284821,,,,,,,,,,,FL_30,,,DTG,,,,
4/11/2021 19:50,4/11/2021 19:52,IP Address,157.51.43.95,100,114,TRUE,4/11/2021 19:52,R_337LI6F0QTCmPsW,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,46-50,Asian or Asian American,Bachelor's Degree,Independent,63,82,51,58,Somewhat agree,Agree,3,3,3,,,,,,,,,,Neither satisfied nor dissatisfied,Neither agree nor disagree,Average,,,,,,,504593,FL_37,FL_53,,RTI,,,,,,,,,,,,,,
4/11/2021 19:49,4/11/2021 19:52,IP Address,35.142.2.112,100,176,TRUE,4/11/2021 19:52,R_3F2ojtaq3FImPqg,,,,,28.11470032,-82.36779785,anonymous,EN,Start the survey,Male,31-35,White,Associate Degree,Strong Democrat,,,,,,,2,2,2,100,100,10,0,Agree,Agree,,,,,,,,,,,,,397255,,,,,,,,,,,FL_30,,,FL_181,,,,
4/11/2021 19:50,4/11/2021 19:52,IP Address,122.178.207.183,100,126,TRUE,4/11/2021 19:52,R_OPC269iIdMKi8A9,,,,,12.96339417,77.58551025,anonymous,EN,Start the survey,Female,31-35,Asian or Asian American,Bachelor's Degree,Strong Republican,86,99,88,99,Somewhat agree,Strongly agree,3,3,4,,,,,,,,,,Somewhat satisfied,Strongly agree,Average,,,,,,,789582,,,,,,,,,,,,,,,FL_20,RCI,,
4/11/2021 19:48,4/11/2021 19:52,IP Address,63.75.255.229,100,241,TRUE,4/11/2021 19:52,R_3is82YNU3BgSPnz,,,,,39.61019897,-75.67469788,anonymous,EN,Start the survey,Male,26-30,White,Bachelor's Degree,Republican,31,75,59,27,Neither agree nor disagree,Neither agree nor disagree,2,3,2,,,,,,,,,,,,,,,,,,,617518,,,,,,,,,,,,,,,FL_22,,,FL_177
4/11/2021 19:51,4/11/2021 19:52,IP Address,172.251.153.170,100,110,TRUE,4/11/2021 19:52,R_3GAMNAgmYOxMHhF,,,,,33.9776001,-117.7375031,anonymous,EN,Start the survey,Male,46-50,Asian or Asian American,Bachelor's Degree,Independent,95,90,40,60,Somewhat agree,Somewhat agree,2,1 (never),1 (not at all),,,,,,,,,,,,,,,,,,,928614,FL_39,,,,,,,FL_42,FL_186,,,,,,,,,
4/11/2021 19:45,4/11/2021 19:52,IP Address,75.83.249.209,100,443,TRUE,4/11/2021 19:52,R_AnGkC6buRXN6ha1,,,,,34.2183075,-118.3717957,anonymous,EN,Start the survey,Male,36-40,White,Bachelor's Degree,Democrat,,,,,,,3,3,4,100,85,100,83,Neither agree nor disagree,Neither agree nor disagree,Somewhat dissatisfied,Somewhat disagree,Average,,,,,,,,,,967394,,,,,,,,,,,FL_28,DTI,,,,,,
4/11/2021 19:51,4/11/2021 19:53,IP Address,106.220.251.115,100,110,TRUE,4/11/2021 19:53,R_1OBmp37RnvmV9oS,,,,,11.10670471,77.35449219,anonymous,EN,Start the survey,Male,18-25,Asian or Asian American,Bachelor's Degree,Democrat,,,,,,,3,4 (always),4,34,100,90,62,Strongly agree,Agree,,,,,,,Somewhat agree,Strongly agree,Somewhat agree,,,,910210,,,,,,,,,,,FL_29,,DCV,,,,,
4/11/2021 19:50,4/11/2021 19:53,IP Address,49.37.219.76,100,182,TRUE,4/11/2021 19:53,R_yJ66Qa4py4jtl9D,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,26-30,Asian or Asian American,Bachelor's Degree,Independent,,,,,,,3,2,2,77,82,72,66,Somewhat agree,Somewhat agree,Somewhat dissatisfied,Somewhat disagree,Below average,,,,,,,,,,114401,FL_37,FL_40,DCI,,,,,,,,,,,,,,,
4/11/2021 19:38,4/11/2021 19:53,IP Address,108.178.196.58,100,891,TRUE,4/11/2021 19:53,R_3ndRURjgm3CH7pH,,,,,30.84640503,-85.69000244,anonymous,EN,Start the survey,Male,31-35,White,Master's Degree,Strong Democrat,,,,,,,1 (never),1 (never),1 (not at all),15,100,100,0,Strongly agree,Strongly agree,,,,,,,Somewhat disagree,Strongly disagree,Strongly disagree,,,,252541,,,,,,,,,,,FL_29,,DCV,,,,,
4/11/2021 19:40,4/11/2021 19:53,IP Address,50.231.89.129,100,809,TRUE,4/11/2021 19:53,R_2YxeYqXzyRJmvZu,,,,,33.89830017,-84.58930206,anonymous,EN,Start the survey,Female,41-45,White,Master's Degree,Democrat,,,,,,,3,3,5 (a great deal),28,75,81,51,Neither agree nor disagree,Neither agree nor disagree,Neither satisfied nor dissatisfied,Somewhat agree,Average,,,,,,,,,,635361,,,,,,,,,,,FL_28,DTI,,,,,,
4/11/2021 19:52,4/11/2021 19:53,IP Address,98.110.224.8,100,98,TRUE,4/11/2021 19:53,R_PwEwJSRoIG51Q6B,,,,,42.08000183,-71.41750336,anonymous,EN,Start the survey,Female,18-25,Asian or Asian American,Bachelor's Degree,Democrat,,,,,,,1 (never),1 (never),1 (not at all),100,100,70,20,Somewhat agree,Somewhat agree,Extremely dissatisfied,Strongly disagree,One of the worst,,,,,,,,,,590138,,,,,,,,,,,FL_28,DTI,,,,,,
4/11/2021 19:49,4/11/2021 19:53,IP Address,117.230.190.136,100,252,TRUE,4/11/2021 19:53,R_3M6AiZrw2kA6zsW,,,,,12.96339417,77.58551025,anonymous,EN,Start the survey,Male,26-30,American Indian or Alaska Native,Bachelor's Degree,Independent,97,97,60,70,Strongly disagree,Strongly disagree,1 (never),1 (never),1 (not at all),,,,,,,,,,Extremely dissatisfied,Strongly disagree,One of the worst,,,,,,,291518,FL_37,FL_53,,RTI,,,,,,,,,,,,,,
4/11/2021 19:52,4/11/2021 19:53,IP Address,59.99.222.160,100,56,TRUE,4/11/2021 19:53,R_2CZZihfHIjIZ62a,,,,,8.179000854,77.43231201,anonymous,EN,Start the survey,Male,18-25,Asian or Asian American,Bachelor's Degree,Republican,87,97,82,93,Somewhat agree,Agree,2,3,2,,,,,,,,,,Somewhat satisfied,Strongly agree,Above average,,,,,,,924446,,,,,,,,,,,,,,,FL_20,RCI,,
4/11/2021 19:50,4/11/2021 19:54,IP Address,157.33.53.139,100,239,TRUE,4/11/2021 19:54,R_30qMGL3AbfFeFVZ,,,,,18.61610413,73.72860718,anonymous,EN,Start the survey,Male,26-30,Asian or Asian American,Bachelor's Degree,Lean Republican,100,100,50,50,Somewhat agree,Disagree,1 (never),1 (never),1 (not at all),,,,,,,,,,,,,,,,,,,931383,,,,,,,,,,,,,,,FL_22,,,RTG
4/11/2021 19:52,4/11/2021 19:54,IP Address,76.184.208.177,100,141,TRUE,4/11/2021 19:54,R_3KqJjnLKAjn3gEy,,,,,33.19760132,-96.61779785,anonymous,EN,Start the survey,Male,36-40,White,Bachelor's Degree,Democrat,,,,,,,1 (never),1 (never),1 (not at all),83,96,94,20,Agree,Strongly agree,,,,,,,,,,,,,344298,,,,,,,,,,,FL_30,,,DTG,,,,
4/11/2021 19:50,4/11/2021 19:54,IP Address,49.37.176.47,100,231,TRUE,4/11/2021 19:54,R_2OGBnhFSJARl3ug,,,,,9.962799072,76.29638672,anonymous,EN,Start the survey,Male,26-30,Asian or Asian American,Bachelor's Degree,Democrat,,,,,,,1 (never),1 (never),1 (not at all),68,80,80,70,Neither agree nor disagree,Somewhat agree,,,,,,,,,,,,,274871,,,,,,,,,,,FL_30,,,DTG,,,,
4/11/2021 19:53,4/11/2021 19:54,IP Address,117.213.35.75,100,46,TRUE,4/11/2021 19:54,R_2ZZvMUKm4c84ygB,,,,,8.179000854,77.43231201,anonymous,EN,Start the survey,Male,18-25,Asian or Asian American,Bachelor's Degree,Strong Republican,70,92,77,90,Agree,Strongly agree,4 (always),4 (always),4,,,,,,,,,,,,,,,,,,,336017,,,,,,,,,,,,,,,FL_22,,,FL_177
4/11/2021 19:42,4/11/2021 19:54,IP Address,106.220.253.81,100,743,TRUE,4/11/2021 19:54,R_3D6dXR5aqrWBL2W,,,,,11.01019287,76.97009277,anonymous,EN,Start the survey,Male,26-30,Asian or Asian American,Bachelor's Degree,Independent,,,,,,,3,2,4,54,87,63,82,Agree,Somewhat disagree,Somewhat satisfied,Somewhat disagree,Below average,,,,,,,,,,728172,FL_37,FL_40,DTI,,,,,,,,,,,,,,,
4/11/2021 19:53,4/11/2021 19:54,IP Address,122.178.207.204,100,66,TRUE,4/11/2021 19:54,R_1dgjSFFA10jrgQd,,,,,12.96339417,77.58551025,anonymous,EN,Start the survey,Female,31-35,Asian or Asian American,Bachelor's Degree,Strong Republican,90,98,91,98,Agree,Agree,3,3,4,,,,,,,,,,Extremely satisfied,Somewhat agree,Average,,,,,,,300801,,,,,,,,,,,,,,,FL_20,RTI,,
4/11/2021 19:53,4/11/2021 19:54,IP Address,223.178.73.169,100,51,TRUE,4/11/2021 19:54,R_bmdt9bLbct6NQsx,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,26-30,American Indian or Alaska Native,Master's Degree,Republican,89,97,98,92,Disagree,Strongly agree,4 (always),3,3,,,,,,,,,,,,,,,,,,,525162,,,,,,,,,,,,,,,FL_22,,,FL_177
